Collection,Brand,Macro Region|Orig. Req. Deliv. Month/Year,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,Total,StyleCode,Size,ColorDescription,FrameConstruction,FrameShape,RXAble,Gender,SunOptical,Material1,Material2,USRetailPrice,USWholesalePrice
KC,CALVIN KLEIN SUN,AMER,26.0,28.0,27.0,26.0,9.0,24.0,21.0,35.0,21.0,20.0,32.0,16.0,285.0,CK20541S,57,BLACK,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,10.0,18.0,11.0,11.0,46.0,36.0,84.0,22.0,29.0,131.0,14.0,46.0,458.0,CK20541S,57,BLACK,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,33.0,39.0,14.0,16.0,28.0,15.0,16.0,33.0,68.0,47.0,24.0,21.0,354.0,CK20541S,57,DARK TOR,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,21.0,15.0,11.0,8.0,34.0,61.0,55.0,39.0,43.0,23.0,20.0,7.0,337.0,CK20541S,57,DARK TOR,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,11.0,21.0,15.0,17.0,12.0,8.0,11.0,11.0,15.0,7.0,19.0,12.0,159.0,CK20541S,57,CRYSTAL,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,5.0,5.0,4.0,4.0,13.0,22.0,8.0,3.0,3.0,7.0,5.0,3.0,82.0,CK20541S,57,CRYSTAL,FULL RIM,ROUND,True,UNISEX,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,33.0,34.0,23.0,30.0,19.0,34.0,20.0,34.0,41.0,41.0,39.0,35.0,383.0,CK21529S,55,BLACK,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,EMEA,7.0,8.0,8.0,1.0,17.0,34.0,20.0,9.0,21.0,15.0,30.0,6.0,176.0,CK21529S,55,BLACK,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,AMER,38.0,44.0,38.0,46.0,25.0,15.0,12.0,32.0,50.0,31.0,45.0,26.0,402.0,CK21529S,55,BROWN HA,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,EMEA,12.0,8.0,11.0,5.0,24.0,29.0,33.0,17.0,13.0,7.0,6.0,5.0,170.0,CK21529S,55,BROWN HA,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,AMER,8.0,7.0,9.0,6.0,4.0,5.0,9.0,9.0,9.0,3.0,4.0,8.0,81.0,CK21529S,55,AVIO,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,EMEA,5.0,3.0,8.0,,11.0,20.0,18.0,17.0,10.0,5.0,5.0,5.0,107.0,CK21529S,55,AVIO,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,AMER,6.0,7.0,2.0,4.0,3.0,5.0,2.0,6.0,13.0,8.0,5.0,5.0,66.0,CK21529S,55,ROSE,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,EMEA,,7.0,5.0,1.0,16.0,19.0,10.0,10.0,9.0,5.0,2.0,,84.0,CK21529S,55,ROSE,FULL RIM,SQUARE,True,FEMALE,SUN,METAL,METAL,185.0,92.5
KC,CALVIN KLEIN SUN,AMER,18.0,18.0,23.0,18.0,15.0,5.0,8.0,12.0,24.0,18.0,23.0,15.0,197.0,CK21131S,56,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,42.0,23.0,31.0,14.0,72.0,79.0,53.0,38.0,50.0,37.0,33.0,13.0,485.0,CK21131S,56,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,7.0,10.0,4.0,12.0,11.0,13.0,7.0,4.0,11.0,8.0,8.0,5.0,100.0,CK21131S,56,BROWN,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,22.0,16.0,14.0,8.0,56.0,59.0,37.0,18.0,16.0,24.0,18.0,16.0,304.0,CK21131S,56,BROWN,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,2.0,2.0,1.0,1.0,7.0,9.0,11.0,12.0,2.0,6.0,,53.0,CK21131S,56,SAND,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,10.0,5.0,10.0,3.0,11.0,12.0,11.0,14.0,9.0,8.0,6.0,2.0,101.0,CK21131S,56,SAND,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,12.0,9.0,6.0,2.0,1.0,10.0,15.0,4.0,8.0,8.0,9.0,4.0,88.0,CK21131S,56,BLUE,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,2.0,2.0,3.0,1.0,9.0,13.0,9.0,11.0,6.0,1.0,5.0,1.0,63.0,CK21131S,56,BLUE,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,7.0,7.0,3.0,8.0,3.0,8.0,5.0,11.0,4.0,2.0,5.0,3.0,66.0,CK22533S,52,BLACK,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,EMEA,28.0,8.0,9.0,1.0,18.0,35.0,34.0,26.0,18.0,9.0,6.0,5.0,197.0,CK22533S,52,BLACK,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,AMER,12.0,20.0,17.0,30.0,22.0,12.0,10.0,8.0,11.0,12.0,12.0,15.0,181.0,CK22533S,52,OYSTER,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,EMEA,41.0,25.0,21.0,14.0,58.0,83.0,67.0,48.0,39.0,25.0,23.0,8.0,452.0,CK22533S,52,OYSTER,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,AMER,2.0,2.0,,4.0,1.0,3.0,1.0,6.0,4.0,3.0,,6.0,32.0,CK22533S,52,BROWN HA,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,EMEA,35.0,28.0,22.0,2.0,30.0,26.0,53.0,30.0,31.0,12.0,5.0,7.0,281.0,CK22533S,52,BROWN HA,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,AMER,1.0,9.0,4.0,5.0,3.0,3.0,7.0,9.0,4.0,,2.0,3.0,50.0,CK22533S,52,BUTTERSC,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,EMEA,20.0,19.0,14.0,1.0,20.0,21.0,20.0,16.0,17.0,10.0,10.0,5.0,173.0,CK22533S,52,BUTTERSC,FULL RIM,ROUND,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KC,CALVIN KLEIN SUN,AMER,12.0,18.0,19.0,17.0,20.0,21.0,29.0,32.0,22.0,13.0,8.0,16.0,227.0,CK23100S,56,BLACK,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,EMEA,5.0,28.0,21.0,3.0,29.0,26.0,22.0,15.0,10.0,14.0,12.0,4.0,189.0,CK23100S,56,BLACK,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,AMER,4.0,1.0,,2.0,1.0,3.0,3.0,,1.0,,1.0,5.0,21.0,CK23100S,56,AZURE,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,EMEA,2.0,2.0,,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,18.0,CK23100S,56,AZURE,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,AMER,40.0,50.0,42.0,35.0,14.0,13.0,15.0,32.0,54.0,41.0,55.0,35.0,426.0,CK23100S,56,GOLD,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,EMEA,12.0,42.0,38.0,6.0,62.0,65.0,41.0,37.0,28.0,25.0,19.0,10.0,385.0,CK23100S,56,GOLD,FULL RIM,SQUARE,True,MALE,SUN,METAL,METAL,189.0,94.5
KC,CALVIN KLEIN SUN,AMER,7.0,9.0,14.0,22.0,14.0,11.0,20.0,15.0,19.0,12.0,6.0,6.0,155.0,CK23508S,54,BLACK,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,29.0,31.0,31.0,13.0,41.0,70.0,71.0,44.0,41.0,27.0,11.0,7.0,416.0,CK23508S,54,BLACK,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,3.0,2.0,3.0,8.0,3.0,3.0,3.0,2.0,4.0,1.0,,,32.0,CK23508S,54,BROWN,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,6.0,3.0,12.0,5.0,8.0,15.0,15.0,12.0,7.0,8.0,3.0,4.0,98.0,CK23508S,54,BROWN,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,8.0,11.0,22.0,21.0,19.0,19.0,21.0,9.0,32.0,16.0,9.0,3.0,190.0,CK23508S,54,BROWN HA,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,18.0,19.0,26.0,14.0,32.0,65.0,59.0,36.0,40.0,21.0,23.0,6.0,359.0,CK23508S,54,BROWN HA,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,3.0,7.0,7.0,5.0,4.0,3.0,9.0,3.0,4.0,7.0,3.0,2.0,57.0,CK23508S,54,AVIO,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,5.0,2.0,3.0,,3.0,13.0,16.0,9.0,3.0,3.0,2.0,2.0,61.0,CK23508S,54,AVIO,FULL RIM,AVIATOR,True,MALE,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,3.0,17.0,11.0,11.0,16.0,18.0,21.0,11.0,16.0,13.0,15.0,8.0,160.0,CK23509S,51,BROWN HA,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,17.0,12.0,8.0,2.0,19.0,17.0,20.0,21.0,11.0,14.0,5.0,1.0,147.0,CK23509S,51,BROWN HA,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,2.0,3.0,1.0,5.0,,1.0,4.0,4.0,4.0,2.0,,2.0,28.0,CK23509S,51,BLUE,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,EMEA,,1.0,7.0,,6.0,3.0,4.0,7.0,1.0,2.0,1.0,,32.0,CK23509S,51,BLUE,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,250.0,125.0
KC,CALVIN KLEIN SUN,AMER,8.0,16.0,13.0,7.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,62.0,CK23538S,55,DARK HAV,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,17.0,41.0,29.0,3.0,31.0,31.0,27.0,24.0,8.0,10.0,4.0,1.0,226.0,CK23538S,55,DARK HAV,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,7.0,7.0,6.0,11.0,4.0,3.0,3.0,6.0,,3.0,,1.0,51.0,CK23538S,55,BLUE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,4.0,2.0,1.0,1.0,5.0,4.0,2.0,10.0,2.0,1.0,1.0,1.0,34.0,CK23538S,55,BLUE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,19.0,35.0,9.0,6.0,12.0,17.0,5.0,4.0,3.0,2.0,6.0,4.0,122.0,CK23538S,55,VIOLET,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,14.0,6.0,11.0,,18.0,15.0,11.0,12.0,5.0,5.0,3.0,1.0,101.0,CK23538S,55,VIOLET,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,8.0,41.0,18.0,6.0,12.0,16.0,10.0,17.0,21.0,4.0,10.0,12.0,175.0,CK23539S,51,BLACK,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,25.0,43.0,16.0,5.0,28.0,30.0,30.0,20.0,10.0,6.0,10.0,2.0,225.0,CK23539S,51,BLACK,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,20.0,24.0,9.0,6.0,9.0,12.0,13.0,12.0,17.0,20.0,14.0,4.0,160.0,CK23539S,51,GREY,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,24.0,53.0,27.0,5.0,48.0,51.0,60.0,20.0,10.0,23.0,13.0,1.0,335.0,CK23539S,51,GREY,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,16.0,48.0,33.0,11.0,11.0,9.0,9.0,18.0,11.0,7.0,12.0,13.0,198.0,CK23539S,51,TOKYO HA,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,16.0,21.0,17.0,1.0,20.0,26.0,19.0,19.0,10.0,12.0,2.0,1.0,164.0,CK23539S,51,TOKYO HA,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,9.0,10.0,12.0,9.0,7.0,3.0,6.0,5.0,5.0,1.0,1.0,2.0,70.0,CK23539S,51,BLUE,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,11.0,14.0,9.0,1.0,17.0,18.0,19.0,24.0,8.0,11.0,2.0,,134.0,CK23539S,51,BLUE,FULL RIM,ROUND,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,7.0,48.0,43.0,25.0,19.0,17.0,21.0,31.0,25.0,236.0,CK24100S,57,MATTE BL,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,EMEA,,,,,32.0,19.0,83.0,23.0,16.0,25.0,12.0,9.0,219.0,CK24100S,57,MATTE BL,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,AMER,,,,2.0,16.0,25.0,18.0,24.0,17.0,10.0,1.0,6.0,119.0,CK24100S,57,SILVER,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,EMEA,,,,,7.0,8.0,38.0,13.0,38.0,4.0,4.0,,112.0,CK24100S,57,SILVER,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,AMER,,,,3.0,16.0,22.0,26.0,32.0,15.0,7.0,13.0,2.0,136.0,CK24100S,57,MATTE GO,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,EMEA,,,,,9.0,11.0,47.0,10.0,41.0,15.0,5.0,2.0,140.0,CK24100S,57,MATTE GO,FULL RIM,RECTANGLE,True,MALE,SUN,METAL,METAL,205.0,102.5
KC,CALVIN KLEIN SUN,AMER,,,,3.0,24.0,26.0,18.0,24.0,29.0,13.0,9.0,10.0,156.0,CK24505S,55,PETROL,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,,7.0,13.0,12.0,4.0,5.0,2.0,,43.0,CK24505S,55,PETROL,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,3.0,22.0,38.0,17.0,11.0,12.0,3.0,4.0,4.0,114.0,CK24505S,55,BURGUNDY,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,1.0,7.0,3.0,13.0,11.0,5.0,,2.0,1.0,43.0,CK24505S,55,BURGUNDY,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,11.0,30.0,27.0,32.0,24.0,23.0,9.0,17.0,13.0,186.0,CK24507S,57,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,19.0,34.0,54.0,37.0,58.0,22.0,14.0,7.0,245.0,CK24507S,57,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,2.0,1.0,10.0,90.0,95.0,43.0,28.0,30.0,42.0,53.0,27.0,421.0,CK24507S,57,GREY/BEI,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,1.0,49.0,29.0,64.0,29.0,31.0,15.0,6.0,3.0,227.0,CK24507S,57,GREY/BEI,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,4.0,1.0,4.0,6.0,25.0,42.0,28.0,30.0,35.0,6.0,16.0,21.0,218.0,CK24507S,57,MINT,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,9.0,21.0,20.0,19.0,40.0,10.0,3.0,3.0,125.0,CK24507S,57,MINT,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,4.0,44.0,51.0,59.0,39.0,35.0,10.0,17.0,17.0,276.0,CK24507S,57,VIOLET/B,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,7.0,13.0,42.0,13.0,6.0,14.0,1.0,6.0,102.0,CK24507S,57,VIOLET/B,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,11.0,23.0,29.0,22.0,14.0,22.0,13.0,16.0,4.0,154.0,CK24507S,57,ROSE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,1.0,1.0,8.0,5.0,7.0,7.0,1.0,1.0,3.0,34.0,CK24507S,57,ROSE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,4.0,28.0,113.0,66.0,88.0,55.0,36.0,58.0,448.0,CK24509S,56,BLACK/PI,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,2.0,84.0,74.0,94.0,69.0,65.0,47.0,31.0,20.0,486.0,CK24509S,56,BLACK/PI,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,4.0,4.0,11.0,23.0,32.0,10.0,20.0,9.0,113.0,CK24509S,56,STRIPED,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,26.0,20.0,25.0,13.0,19.0,17.0,6.0,5.0,131.0,CK24509S,56,STRIPED,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,17.0,57.0,55.0,28.0,33.0,50.0,23.0,263.0,CK24509S,56,GREEN/MI,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,1.0,60.0,52.0,70.0,46.0,24.0,29.0,10.0,10.0,302.0,CK24509S,56,GREEN/MI,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,9.0,25.0,26.0,24.0,8.0,21.0,13.0,126.0,CK24509S,56,CHERRY/R,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,8.0,7.0,28.0,8.0,8.0,5.0,9.0,2.0,75.0,CK24509S,56,CHERRY/R,FULL RIM,ROUND,True,UNISEX,SUN,METAL,METAL,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,4.0,3.0,15.0,14.0,8.0,1.0,2.0,6.0,53.0,CK24511S,52,BLACK,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,1.0,22.0,36.0,23.0,41.0,20.0,12.0,5.0,160.0,CK24511S,52,BLACK,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,,1.0,2.0,6.0,1.0,,3.0,13.0,CK24511S,52,CHALK,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,,11.0,35.0,17.0,26.0,10.0,7.0,4.0,110.0,CK24511S,52,CHALK,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,,7.0,3.0,1.0,3.0,3.0,3.0,20.0,CK24511S,52,AZURE,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,1.0,9.0,34.0,15.0,8.0,6.0,2.0,1.0,76.0,CK24511S,52,AZURE,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,,13.0,12.0,27.0,7.0,7.0,5.0,71.0,CK24511S,52,PEACH,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,,11.0,22.0,10.0,23.0,13.0,9.0,,88.0,CK24511S,52,PEACH,FULL RIM,SQUARE,True,FEMALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,4.0,1.0,36.0,26.0,23.0,24.0,20.0,9.0,143.0,CK24512S,51,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,2.0,38.0,54.0,63.0,87.0,29.0,7.0,11.0,291.0,CK24512S,51,BLACK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,2.0,16.0,18.0,18.0,12.0,7.0,8.0,81.0,CK24512S,51,CHALK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,,14.0,19.0,27.0,16.0,20.0,8.0,,104.0,CK24512S,51,CHALK,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,1.0,21.0,21.0,10.0,4.0,4.0,5.0,66.0,CK24512S,51,TAUPE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,1.0,30.0,58.0,44.0,43.0,22.0,17.0,2.0,217.0,CK24512S,51,TAUPE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,AMER,,,,,,2.0,15.0,18.0,22.0,13.0,6.0,3.0,79.0,CK24512S,51,AZURE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KC,CALVIN KLEIN SUN,EMEA,,,,,,15.0,21.0,15.0,46.0,7.0,4.0,1.0,109.0,CK24512S,51,AZURE,FULL RIM,RECTANGLE,True,MALE,SUN,ACETATE,ACETATE,190.0,95.0
KO,NIKE OPTICAL,AMER,62.0,95.0,81.0,65.0,55.0,93.0,95.0,81.0,108.0,66.0,88.0,94.0,983.0,NIKE 5509,48,BLACK/W,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,135.0,67.5
KO,NIKE OPTICAL,EMEA,84.0,128.0,89.0,78.0,91.0,80.0,104.0,99.0,49.0,64.0,68.0,73.0,1007.0,NIKE 5509,48,BLACK/W,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,135.0,67.5
KO,NIKE OPTICAL,AMER,166.0,149.0,182.0,181.0,190.0,222.0,231.0,283.0,114.0,199.0,181.0,178.0,2276.0,NIKE 5509,48,SATIN B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,135.0,67.5
KO,NIKE OPTICAL,EMEA,77.0,91.0,83.0,54.0,90.0,80.0,83.0,71.0,53.0,93.0,75.0,48.0,898.0,NIKE 5509,48,SATIN B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,135.0,67.5
