Collection,Brand,Macro Region|Orig. Req. Deliv. Month/Year,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,Total,StyleCode,Size,ColorDescription,FrameConstruction,FrameShape,RXAble,Gender,SunOptical,Material1,Material2,USRetailPrice,USWholesalePrice
KO,NIKE OPTICAL,EMEA,,,,,,,,26.0,50.0,54.0,31.0,30.0,191.0,NIKE 4643,48,MATTE V,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,1.0,58.0,59.0,NIKE 4643,48,MATTE M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,44.0,186.0,185.0,160.0,83.0,658.0,NIKE 4643,48,MATTE M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,,92.0,92.0,NIKE 4644,48,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,8.0,30.0,27.0,26.0,19.0,110.0,NIKE 4644,48,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,,26.0,26.0,NIKE 4644,48,SATIN G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,2.0,16.0,10.0,9.0,7.0,44.0,NIKE 4644,48,SATIN G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,,52.0,52.0,NIKE 4644,48,MATTE M,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,16.0,37.0,24.0,19.0,21.0,117.0,NIKE 4644,48,MATTE M,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,,57.0,57.0,NIKE 4644,50,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,16.0,58.0,61.0,46.0,36.0,217.0,NIKE 4644,50,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,,,77.0,77.0,NIKE 4644,50,SATIN G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,7.0,22.0,18.0,18.0,15.0,80.0,NIKE 4644,50,SATIN G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,,,,,,,,,,1.0,,113.0,114.0,NIKE 4644,50,MATTE M,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,EMEA,,,,,,,,7.0,34.0,34.0,24.0,19.0,118.0,NIKE 4644,50,MATTE M,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,159.0,79.5
KO,NIKE OPTICAL,AMER,30.0,19.0,23.0,20.0,37.0,39.0,34.0,35.0,27.0,27.0,20.0,31.0,342.0,NIKE 5036,47,BLACK/C,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,183.0,168.0,136.0,84.0,140.0,152.0,137.0,99.0,76.0,56.0,79.0,90.0,1400.0,NIKE 5036,47,BLACK/C,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,114.0,104.0,128.0,81.0,138.0,160.0,146.0,134.0,127.0,97.0,87.0,104.0,1420.0,NIKE 5036,47,FOOTBAL,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,91.0,101.0,80.0,42.0,66.0,76.0,87.0,79.0,55.0,65.0,43.0,45.0,830.0,NIKE 5036,47,FOOTBAL,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,84.0,82.0,62.0,80.0,92.0,73.0,81.0,83.0,98.0,45.0,43.0,51.0,874.0,NIKE 5036,47,DARK GR,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,150.0,106.0,84.0,29.0,80.0,106.0,81.0,61.0,45.0,30.0,47.0,27.0,846.0,NIKE 5036,47,DARK GR,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,311.0,298.0,269.0,242.0,233.0,354.0,347.0,305.0,220.0,297.0,260.0,308.0,3444.0,NIKE 5036,47,SOFT PI,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,157.0,151.0,81.0,34.0,94.0,117.0,103.0,105.0,68.0,73.0,57.0,46.0,1086.0,NIKE 5036,47,SOFT PI,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,56.0,78.0,52.0,45.0,55.0,78.0,79.0,82.0,68.0,67.0,65.0,63.0,788.0,NIKE 5037,48,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,241.0,77.0,159.0,78.0,78.0,112.0,120.0,119.0,81.0,77.0,93.0,77.0,1312.0,NIKE 5037,48,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,145.0,171.0,111.0,118.0,123.0,141.0,170.0,115.0,101.0,117.0,76.0,105.0,1493.0,NIKE 5037,48,DARK GR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,334.0,303.0,206.0,132.0,194.0,257.0,275.0,202.0,126.0,127.0,120.0,77.0,2353.0,NIKE 5037,48,DARK GR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,71.0,77.0,82.0,50.0,84.0,86.0,76.0,74.0,91.0,68.0,63.0,77.0,899.0,NIKE 5037,48,MIDNIGH,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,231.0,192.0,175.0,99.0,107.0,142.0,145.0,136.0,89.0,90.0,83.0,42.0,1531.0,NIKE 5037,48,MIDNIGH,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,184.0,188.0,161.0,140.0,177.0,180.0,209.0,189.0,138.0,138.0,103.0,144.0,1951.0,NIKE 5037,48,CLEAR/C,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,33.0,51.0,115.0,20.0,40.0,61.0,46.0,51.0,20.0,27.0,44.0,40.0,548.0,NIKE 5037,48,CLEAR/C,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,103.0,225.0,243.0,207.0,268.0,141.0,165.0,173.0,141.0,138.0,140.0,174.0,2118.0,NIKE 5038,50,MATTE B,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,128.0,167.0,125.0,74.0,131.0,149.0,142.0,113.0,125.0,81.0,92.0,64.0,1391.0,NIKE 5038,50,MATTE B,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,283.0,301.0,180.0,111.0,120.0,306.0,259.0,98.0,188.0,172.0,210.0,238.0,2466.0,NIKE 5038,50,MATTE B,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,394.0,320.0,343.0,168.0,312.0,369.0,379.0,241.0,166.0,259.0,220.0,169.0,3340.0,NIKE 5038,50,MATTE B,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,280.0,251.0,91.0,82.0,89.0,249.0,219.0,217.0,164.0,159.0,131.0,155.0,2087.0,NIKE 5038,50,MATTE D,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,204.0,161.0,130.0,87.0,244.0,134.0,144.0,112.0,79.0,93.0,71.0,51.0,1510.0,NIKE 5038,50,MATTE D,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,143.0,412.0,154.0,114.0,107.0,164.0,197.0,234.0,195.0,471.0,490.0,211.0,2892.0,NIKE 5038,50,MATTE N,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,350.0,378.0,288.0,106.0,414.0,361.0,325.0,266.0,274.0,218.0,192.0,150.0,3322.0,NIKE 5038,50,MATTE N,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,26.0,1.0,49.0,262.0,251.0,191.0,182.0,150.0,122.0,1234.0,NIKE 5054,49,GREEN G,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,3.0,164.0,204.0,203.0,142.0,200.0,114.0,114.0,89.0,1233.0,NIKE 5054,49,GREEN G,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,35.0,3.0,142.0,411.0,363.0,328.0,277.0,205.0,186.0,1950.0,NIKE 5054,49,INDIGO,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,45.0,65.0,70.0,61.0,33.0,32.0,27.0,10.0,343.0,NIKE 5054,49,INDIGO,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,21.0,2.0,79.0,362.0,353.0,188.0,114.0,92.0,139.0,1350.0,NIKE 5054,49,PLUM GR,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,75.0,126.0,143.0,94.0,149.0,68.0,52.0,43.0,750.0,NIKE 5054,49,PLUM GR,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,2.0,1.0,44.0,181.0,189.0,152.0,98.0,90.0,72.0,829.0,NIKE 5055,48,BLACK,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,1.0,175.0,262.0,282.0,228.0,252.0,191.0,158.0,100.0,1649.0,NIKE 5055,48,BLACK,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,8.0,2.0,70.0,240.0,147.0,80.0,61.0,47.0,97.0,752.0,NIKE 5055,48,STADIUM,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,1.0,189.0,371.0,368.0,293.0,281.0,182.0,174.0,86.0,1945.0,NIKE 5055,48,STADIUM,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,10.0,3.0,128.0,380.0,189.0,115.0,95.0,102.0,540.0,1562.0,NIKE 5055,48,DENIM G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,3.0,185.0,277.0,238.0,346.0,141.0,150.0,122.0,77.0,1539.0,NIKE 5055,48,DENIM G,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,2.0,,30.0,103.0,138.0,73.0,62.0,30.0,40.0,478.0,NIKE 5055,48,OXBLOOD,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,2.0,87.0,102.0,93.0,58.0,134.0,39.0,35.0,68.0,618.0,NIKE 5055,48,OXBLOOD,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,1.0,,34.0,35.0,119.0,109.0,107.0,90.0,495.0,NIKE 5056,50,BLACK,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,33.0,4.0,35.0,78.0,52.0,43.0,29.0,274.0,NIKE 5056,50,BLACK,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,1.0,,69.0,436.0,402.0,352.0,282.0,1542.0,NIKE 5056,50,LIGHT S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,27.0,82.0,105.0,85.0,54.0,353.0,NIKE 5056,50,LIGHT S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,1.0,1.0,51.0,56.0,245.0,289.0,213.0,143.0,999.0,NIKE 5056,50,MIDNIGH,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,33.0,9.0,53.0,143.0,150.0,112.0,58.0,558.0,NIKE 5056,50,MIDNIGH,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,17.0,119.0,103.0,70.0,54.0,363.0,NIKE 5056,50,BURNT S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,8.0,20.0,13.0,11.0,3.0,55.0,NIKE 5056,50,BURNT S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,1.0,,45.0,55.0,215.0,221.0,135.0,133.0,805.0,NIKE 5057,47,SMOKE/L,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,14.0,45.0,45.0,29.0,64.0,197.0,NIKE 5057,47,SMOKE/L,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,13.0,55.0,52.0,33.0,31.0,184.0,NIKE 5057,47,DARK TO,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,33.0,,10.0,54.0,62.0,62.0,38.0,259.0,NIKE 5057,47,DARK TO,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,1.0,,51.0,49.0,190.0,203.0,131.0,104.0,729.0,NIKE 5057,47,OBSIDIA,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,33.0,7.0,83.0,260.0,278.0,246.0,128.0,1035.0,NIKE 5057,47,OBSIDIA,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,1.0,,31.0,21.0,69.0,98.0,53.0,55.0,328.0,NIKE 5057,47,BURGUND,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,1.0,4.0,32.0,13.0,16.0,12.0,78.0,NIKE 5057,47,BURGUND,FULL RIM,RECTANGLE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,81.0,274.0,251.0,195.0,213.0,1014.0,NIKE 5058,48,BLACK/U,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,38.0,131.0,124.0,114.0,51.0,458.0,NIKE 5058,48,BLACK/U,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,48.0,193.0,212.0,192.0,178.0,823.0,NIKE 5058,48,DARK GR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,13.0,46.0,106.0,132.0,77.0,374.0,NIKE 5058,48,DARK GR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,60.0,273.0,275.0,124.0,131.0,863.0,NIKE 5058,48,MIDNIGH,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,71.0,226.0,233.0,86.0,82.0,698.0,NIKE 5058,48,MIDNIGH,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,66.0,312.0,246.0,271.0,179.0,1074.0,NIKE 5058,48,CLEAR/V,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,5.0,91.0,183.0,166.0,65.0,510.0,NIKE 5058,48,CLEAR/V,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,1.0,71.0,234.0,164.0,147.0,115.0,732.0,NIKE 5059,46,BLACK/T,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,4.0,40.0,53.0,44.0,31.0,172.0,NIKE 5059,46,BLACK/T,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,1.0,46.0,210.0,174.0,153.0,125.0,709.0,NIKE 5059,46,VINTAGE,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,18.0,70.0,101.0,58.0,33.0,280.0,NIKE 5059,46,VINTAGE,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,1.0,1.0,50.0,268.0,187.0,156.0,156.0,819.0,NIKE 5059,46,MIDNIGH,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,6.0,32.0,55.0,47.0,24.0,164.0,NIKE 5059,46,MIDNIGH,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,,,,,,,,64.0,225.0,201.0,157.0,163.0,810.0,NIKE 5059,46,CLEAR/S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,EMEA,,,,,,,,12.0,41.0,53.0,31.0,15.0,152.0,NIKE 5059,46,CLEAR/S,FULL RIM,ROUND,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,135.0,67.5
KO,NIKE OPTICAL,AMER,125.0,137.0,135.0,316.0,122.0,351.0,189.0,125.0,119.0,140.0,769.0,480.0,3008.0,NIKE 5544,50,MATTE B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,EMEA,121.0,111.0,95.0,54.0,105.0,117.0,120.0,102.0,73.0,96.0,73.0,52.0,1119.0,NIKE 5544,50,MATTE B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,AMER,100.0,94.0,100.0,75.0,100.0,101.0,113.0,125.0,105.0,104.0,97.0,125.0,1239.0,NIKE 5544,50,MATTE D,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,EMEA,151.0,131.0,102.0,58.0,117.0,140.0,220.0,176.0,95.0,106.0,92.0,62.0,1450.0,NIKE 5544,50,MATTE D,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,AMER,83.0,110.0,89.0,99.0,147.0,94.0,127.0,72.0,83.0,92.0,93.0,111.0,1200.0,NIKE 5544,50,MYSTIC,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,EMEA,170.0,147.0,146.0,96.0,142.0,205.0,185.0,110.0,100.0,140.0,123.0,79.0,1643.0,NIKE 5544,50,MYSTIC,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,AMER,154.0,169.0,184.0,183.0,173.0,229.0,157.0,110.0,125.0,83.0,154.0,220.0,1941.0,NIKE 5544,50,CLEAR/M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,EMEA,92.0,105.0,71.0,58.0,88.0,136.0,221.0,195.0,119.0,176.0,145.0,83.0,1489.0,NIKE 5544,50,CLEAR/M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,249.0,124.5
KO,NIKE OPTICAL,AMER,205.0,233.0,228.0,242.0,282.0,308.0,272.0,210.0,150.0,177.0,260.0,220.0,2787.0,NIKE 7014,53,MATTE B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,EMEA,98.0,183.0,92.0,51.0,77.0,126.0,107.0,76.0,56.0,39.0,67.0,47.0,1019.0,NIKE 7014,53,MATTE B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,AMER,217.0,225.0,201.0,223.0,263.0,269.0,292.0,262.0,121.0,211.0,228.0,233.0,2745.0,NIKE 7014,53,MATTE D,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,EMEA,95.0,172.0,89.0,71.0,75.0,119.0,123.0,78.0,57.0,63.0,56.0,39.0,1037.0,NIKE 7014,53,MATTE D,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,AMER,100.0,99.0,123.0,78.0,113.0,116.0,126.0,157.0,146.0,86.0,77.0,105.0,1326.0,NIKE 7014,53,MATTE M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,EMEA,139.0,201.0,138.0,89.0,123.0,142.0,125.0,127.0,148.0,126.0,114.0,62.0,1534.0,NIKE 7014,53,MATTE M,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,AMER,133.0,146.0,169.0,209.0,118.0,103.0,164.0,168.0,173.0,137.0,166.0,135.0,1821.0,NIKE 7015,55,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,EMEA,81.0,149.0,71.0,29.0,47.0,66.0,66.0,69.0,34.0,43.0,36.0,22.0,713.0,NIKE 7015,55,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,AMER,166.0,186.0,178.0,141.0,176.0,134.0,183.0,177.0,175.0,154.0,136.0,138.0,1944.0,NIKE 7015,55,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,EMEA,184.0,269.0,121.0,89.0,140.0,140.0,153.0,147.0,129.0,108.0,90.0,52.0,1622.0,NIKE 7015,55,MATTE B,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KO,NIKE OPTICAL,AMER,128.0,146.0,148.0,109.0,146.0,157.0,155.0,148.0,137.0,103.0,94.0,118.0,1589.0,NIKE 7015,55,MATTE D,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,185.0,92.5
